CHROM	Start	End	Length	14	5	15	7	2	3	4	6	8	9	10	11	12	13	16	19	17	20	21	18
Chr08	19766000	19767658	1658	Chr08|21000859-21002552	Chr08|20519636-20521328	Chr08|19879526-19881219	Chr08|20692350-20694044	NA	Chr08|21378445-21380138	Chr08|20905045-20906739	Chr08|21296369-21298062	Chr08|20917744-20919438	Chr08|22031231-22032925	Chr08|20492050-20493743	NA	Chr08|21273919-21275612	Chr08|21157773-21159466	NA	Chr08|21077234-21078928	NA	NA	NA	NA
Chr08	20016068	20044342	28274	Chr08|21234623-21272325	NA	Chr08|20113822-20151502	NA	NA	NA	NA	NA	Chr08|21150791-21188201	NA	NA	NA	NA	NA	NA	Chr08|21322770-21355721	NA	NA	NA	NA
Chr08	21905501	21908464	2963	Chr08|23078370-23081337	Chr08|22641746-22644713	Chr08|22008595-22011562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|19299555-19302535	Chr08|19254196-19257176	NA
Chr08	24879160	24880341	1181	NA	NA	NA	NA	NA	NA	Chr08|25956801-25957982	NA	NA	NA	Chr08|25611058-25612239	Chr08|25712209-25713390	Chr08|26422530-26423711	Chr08|26333446-26334627	Chr08|26087402-26088584	Chr08|26336587-26337768	NA	NA	NA	NA
Chr08	24986619	24994636	8017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|27711276-27717967
Chr08	28425110	28427977	2943	NA	NA	NA	NA	NA	NA	NA	Chr08|30075536-30120139	NA	Chr08|30754725-30757670	Chr08|29234334-29237338	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr08	28425911	28442022	15881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr08|29915422-29936917	Chr08|31224055-31255955	NA	NA	NA
Chr09	258326	259616	1290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|493033-494264
Chr09	309450	313218	3768	NA	NA	NA	NA	Chr09|231643-235387	NA	Chr09|269708-273453	Chr09|240575-244353	Chr09|272711-276489	Chr09|279236-282980	Chr09|365656-369400	Chr09|321171-324915	Chr09|303028-306773	Chr09|330559-334337	Chr09|297991-301735	Chr09|289850-293594	NA	Chr09|189648-193387	Chr09|189380-193120	NA
Chr09	1626370	2123175	496805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|1740555-2326426	NA	NA	NA
Chr09	1696538	1698357	1819	NA	NA	Chr09|1861955-1863774	NA	NA	Chr09|1589901-1591720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr09	2889811	3054055	164244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|3393052-3544050	NA	NA	NA
Chr09	3063755	3206921	143166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|5635824-5924569
Chr09	3174890	3178198	3308	NA	NA	NA	Chr09|3895807-3899150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr09	3732443	4229617	497174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|6780898-7512344
Chr09	3894745	3916320	21575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|4828080-4861957	NA	NA	NA
Chr09	3894745	3941525	46592	NA	NA	NA	Chr09|4845503-4891528	Chr09|4483412-4515141	NA	Chr09|4151602-4186660	Chr09|4541732-4582554	Chr09|4645399-4677140	Chr09|4551565-4592019	Chr09|4612636-4644375	Chr09|4572046-4603787	Chr09|4277095-4312154	Chr09|4566920-4598659	Chr09|4545131-4585825	Chr09|4284434-4319521	NA	Chr09|3409810-3445169	Chr09|3555688-3591143	NA
Chr09	5173729	5176965	3236	NA	NA	NA	NA	NA	NA	Chr09|5695168-5698406	NA	Chr09|5873432-5876670	NA	NA	NA	NA	NA	NA	Chr09|5668645-5671883	NA	NA	NA	NA
Chr09	5366481	5370109	3628	NA	NA	NA	Chr09|6270855-6274499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr09	5969688	5988664	18976	NA	NA	NA	NA	NA	Chr09|5639021-5658615	Chr09|6584499-6604087	NA	NA	Chr09|6820505-6840099	Chr09|6669532-6689129	Chr09|6628776-6648380	NA	Chr09|6624476-6644070	Chr09|6853809-6873405	NA	NA	NA	NA	NA
Chr09	6372908	6374249	1341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|7615487-7616826	NA	NA	NA
Chr09	6705979	6706993	1014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|6050099-6051113	NA
Chr09	7088238	7091460	3225	NA	NA	NA	NA	Chr09|7883481-7886702	NA	NA	Chr09|8237108-8240331	NA	Chr09|8003534-8006757	Chr09|7840457-7843682	NA	NA	Chr09|7795585-7798814	NA	NA	NA	NA	NA	NA
Chr09	8889913	9026756	136843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|7802771-7951875	Chr09|7620594-7769622	NA
Chr09	9366618	9368159	1541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|14312621-14314202
Chr09	9485960	9492637	6677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|14421973-14429579
Chr09	10154010	10157554	3544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|15529330-15534455
Chr09	10236119	10249086	12967	NA	NA	NA	NA	NA	Chr09|9419242-9434997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr09	10363876	10364951	1075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|10708195-10709230	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr09	10393870	10396046	2175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|9461891-9464106	Chr09|9246471-9248688	NA
Chr09	10943755	10947270	3515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|9844943-9848530	NA	NA
Chr09	11359894	11364414	4520	NA	NA	NA	NA	NA	NA	NA	Chr09|12504210-12508623	NA	NA	NA	NA	NA	NA	Chr09|11827396-11831809	Chr09|11555552-11559989	NA	NA	Chr09|10081875-10086300	NA
Chr09	11360222	11363257	3035	NA	NA	NA	Chr09|12409744-12412753	Chr09|12571886-12574894	NA	Chr09|12390341-12393350	NA	NA	Chr09|11970811-11973820	NA	Chr09|11908155-11911164	Chr09|11787969-11790978	Chr09|12334827-12337835	NA	NA	NA	NA	NA	NA
Chr09	12746185	12748923	2738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|17688532-17691277
Chr09	13009822	13016073	6251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|17998722-18004783
Chr09	13553489	13563543	10054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|12204147-12216681	NA
Chr09	13585600	13587149	1549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|18202092-18203628
Chr09	14001552	14002706	1154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|18630550-18631694
Chr09	14139214	14145721	6507	Chr09|14654404-14661277	Chr09|14302240-14309122	Chr09|14249764-14256646	Chr09|15454687-15461566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr09	15601688	15606062	4374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|20496844-20501269
Chr09	15862062	15863479	1408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|16317395-16318756	NA	NA	NA	NA	Chr09|14902639-14904058	Chr09|14364549-14365967	NA
Chr09	16848675	16852013	3338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|15840906-15844255	NA	NA
Chr09	18001320	18010239	8919	NA	NA	NA	Chr09|19278879-19287858	NA	NA	Chr09|19268432-19277412	NA	NA	NA	NA	NA	Chr09|18501904-18510884	NA	NA	NA	NA	NA	NA	NA
Chr09	18386069	18387453	1384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|20686060-20687438	NA	NA	NA
Chr09	19203946	19208870	4901	Chr09|19654624-19659547	Chr09|19327621-19332544	Chr09|19280258-19285181	Chr09|20434873-20439795	Chr09|20532018-20536940	Chr09|18570192-18575115	Chr09|20402176-20407098	Chr09|20385458-20390361	Chr09|20225262-20230165	Chr09|19961207-19966110	Chr09|20638296-20643199	Chr09|19926612-19931515	Chr09|19640268-19645192	Chr09|20793046-20797949	Chr09|20312842-20317745	Chr09|19496363-19501284	Chr09|21619279-21624187	Chr09|18044064-18048973	Chr09|17524424-17529333	Chr09|24769247-24773763
Chr09	19620721	19633199	12478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|25210872-25224531
Chr09	19849520	19851319	1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|18671999-18673793	NA	NA
Chr09	20646357	20742840	96483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|26342670-26430640
Chr09	21544402	21547035	2633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|27245408-27248067
Chr09	21574450	21608054	33604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|20331481-20365123	NA	NA
Chr09	21575287	21608054	32760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|22560591-22593292	Chr09|24128111-24159407	NA	NA	NA
Chr09	21591798	21610132	18334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|27319236-27330384
Chr09	23001130	23003059	1929	NA	NA	NA	NA	NA	Chr09|22537625-22539551	Chr09|24325309-24327241	NA	Chr09|24426071-24427998	Chr09|24005945-24007872	NA	Chr09|24038879-24040806	Chr09|23587318-23589245	Chr09|24965681-24967608	NA	NA	NA	NA	NA	NA
Chr09	23002038	23003053	1015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr09|21794999-21796010	NA	NA
Chr10	728491	733985	5494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|783996-792638	NA	NA	NA	NA
Chr10	1136378	1158409	22031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|1223276-1234117	NA
Chr10	1161281	1178968	17687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|1483229-1500873	NA	NA	NA
Chr10	1773928	2067738	293810	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|2251443-2568698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	2011854	2013857	2003	NA	NA	NA	NA	NA	NA	NA	Chr10|2384497-2386500	NA	NA	NA	NA	NA	NA	Chr10|2488340-2490343	NA	NA	NA	NA	NA
Chr10	2079359	2402100	322741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|2379611-2640988	NA	NA
Chr10	2464917	2512837	47993	Chr10|2818349-2869005	Chr10|2826861-2877504	Chr10|2424277-2472428	Chr10|2731911-2792771	Chr10|2779056-2826399	Chr10|2848788-2896134	Chr10|2816082-2869589	Chr10|2827323-2874687	Chr10|2946613-2997260	Chr10|2985661-3032994	Chr10|2905718-2953075	Chr10|2839238-2886592	Chr10|2938143-2999037	Chr10|2947426-2994799	Chr10|2911756-2959104	Chr10|2674550-2741764	Chr10|2778389-2836418	NA	NA	NA
Chr10	2465891	2512837	46946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|2729880-2785822	Chr10|2438816-2494654	NA
Chr10	2481769	2484009	2240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|2572874-2575114
Chr10	3264398	3297393	32995	NA	NA	Chr10|3162460-3195455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	3357386	3394923	37537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|3427204-3440601
Chr10	3475798	3481510	5712	NA	NA	NA	Chr10|3851726-3857429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	3526500	3579984	53484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|3835829-3867760	NA	NA	NA
Chr10	3719768	3730401	10633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|4082640-4096082	NA	NA	NA
Chr10	3776049	5435084	1659035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|3916168-5435482	NA	NA
Chr10	3964688	3967326	2638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|4856636-4859271	NA	NA	NA
Chr10	4971109	5435084	463975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|4766659-5050589	NA
Chr10	4990521	5045690	55169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|6111895-6121800	NA	NA	NA
Chr10	4994363	5045721	51358	NA	NA	NA	Chr10|5484297-5504877	NA	Chr10|5911327-5931908	Chr10|5650507-5671089	Chr10|5808445-5829026	Chr10|5736523-5757077	Chr10|5748705-5769221	Chr10|5892020-5912603	Chr10|5763642-5784225	Chr10|5683520-5704100	Chr10|5753904-5774455	Chr10|5801548-5822109	Chr10|5421831-5442391	NA	NA	NA	NA
Chr10	5717408	6581999	864591	NA	Chr10|6393018-7067244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	5846008	5933425	87417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|6121202-6240213	Chr10|5566342-5695406	NA
Chr10	6029907	6058243	28336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|7288743-7300192	NA	NA	NA
Chr10	6541084	6645334	104250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|8440770-8497816
Chr10	6758498	6762025	3527	NA	NA	NA	NA	NA	Chr10|8022334-8025808	NA	Chr10|7824119-7827593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	6881752	6919997	38245	NA	NA	NA	NA	NA	NA	Chr10|7998028-8036232	NA	NA	NA	NA	NA	Chr10|7947739-7985812	NA	NA	NA	NA	NA	NA	NA
Chr10	6920348	7220870	300522	NA	NA	NA	NA	NA	NA	Chr10|8074741-8182229	NA	NA	NA	NA	NA	Chr10|8024140-8131620	NA	NA	NA	NA	NA	NA	NA
Chr10	7575146	7953953	378807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|10315773-10680083
Chr10	7612912	7675732	62820	NA	NA	NA	NA	NA	Chr10|8804122-8859892	NA	Chr10|8605918-8661662	Chr10|8216262-8302462	NA	NA	NA	NA	Chr10|8177251-8263975	Chr10|8305616-8392329	Chr10|7915262-7970944	NA	NA	NA	NA
Chr10	8341271	8368999	27728	NA	NA	NA	NA	NA	Chr10|10193000-10218981	NA	Chr10|10025122-10051103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	8742078	8754154	12076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|11031476-11043559	NA	NA	NA
Chr10	8948404	8967277	19143	NA	Chr10|9976579-10003886	NA	Chr10|9926533-9962349	Chr10|10342750-10360016	NA	Chr10|10255627-10282194	NA	Chr10|10011851-10038443	Chr10|10336501-10353769	Chr10|10472697-10489965	Chr10|10336076-10353344	Chr10|10504786-10531355	Chr10|9969863-9996472	Chr10|10113682-10140281	NA	NA	NA	NA	NA
Chr10	8949095	8967701	18606	Chr10|10414492-10449709	NA	NA	NA	NA	Chr10|10813730-10847785	NA	Chr10|10676904-10710959	NA	NA	NA	NA	NA	NA	NA	Chr10|9763849-9790445	NA	NA	NA	NA
Chr10	9070518	9072870	2352	NA	NA	NA	NA	NA	Chr10|10934885-10937236	NA	Chr10|10798035-10800386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	9750366	9788355	37989	NA	NA	NA	NA	NA	Chr10|11651313-11687134	NA	Chr10|11504049-11539885	NA	NA	NA	NA	NA	NA	NA	Chr10|10555022-10590854	NA	NA	NA	NA
Chr10	9770734	9781883	11149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|12807312-12818452
Chr10	9938731	9946192	7306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|13737315-13746025	Chr10|9698208-9706779	Chr10|9262372-9270158	NA
Chr10	11413739	11462136	48397	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|12959338-13016295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	11465829	11475378	9549	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|13016293-13035230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	12753006	12758779	5773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|16276556-16282338	NA	NA	NA
Chr10	12957798	12966288	8490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|12684934-12693436	Chr10|12089834-12098326	NA
Chr10	13960714	13970825	10111	NA	NA	NA	NA	Chr10|15749034-15759123	Chr10|16163561-16173649	Chr10|15491420-15501512	Chr10|15957615-15967704	Chr10|15841141-15851231	Chr10|15839647-15849733	Chr10|15894007-15904097	Chr10|15897368-15907459	Chr10|15675781-15685869	Chr10|15809038-15819130	Chr10|16024993-16035082	Chr10|15076465-15086556	Chr10|17612309-17623823	NA	NA	NA
Chr10	13962346	13970825	8479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|13677601-13686081	Chr10|13062836-13071316	NA
Chr10	14011306	14059937	48631	NA	NA	NA	NA	NA	NA	Chr10|15559155-15630892	NA	NA	NA	NA	NA	Chr10|15743432-15815176	NA	NA	Chr10|15144202-15215996	NA	NA	NA	NA
Chr10	14011306	14069165	57859	NA	NA	NA	NA	Chr10|15801202-15890266	NA	NA	Chr10|16008832-16081718	Chr10|15893705-15966566	NA	NA	Chr10|15948507-16021367	NA	Chr10|15861217-15933412	Chr10|16077168-16149410	NA	NA	NA	NA	NA
Chr10	14589925	14603582	13657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|19468549-19478056
Chr10	15447358	15528397	81039	NA	Chr10|16838235-16919253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	15456871	15464081	7210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|20276326-20294389
Chr10	15614071	15644439	30368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|20319811-20349131
Chr10	16385080	17708643	1323563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|20294948-21881946	NA	NA	NA
Chr10	16418250	16423125	4875	NA	NA	Chr10|16861620-16866496	Chr10|17679920-17684828	Chr10|18073213-18078058	NA	Chr10|17873499-17878430	NA	NA	NA	Chr10|18243749-18248595	NA	Chr10|18057641-18062509	NA	Chr10|18336489-18341391	NA	NA	NA	NA	NA
Chr10	16893334	16898154	4820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|21486376-21493023
Chr10	17007659	17009288	1396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|16471781-16472958	Chr10|15890926-15892581	NA
Chr10	17007659	17010142	2483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|17990695-17993246	NA	NA	NA	NA
Chr10	17213167	17214408	1241	Chr10|19866623-19867864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr10	18591141	18595308	4167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|23321957-23326126
Chr10	18635359	18636559	1167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|17500973-17502171	Chr10|23354844-23355966
Chr10	20148093	20150935	2842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|25040117-25045582
Chr10	20151320	20153184	1864	NA	NA	NA	NA	Chr10|21980883-21982736	NA	NA	NA	Chr10|22168322-22170175	Chr10|22384563-22386416	Chr10|22234448-22236301	NA	Chr10|22021640-22023493	Chr10|22259331-22261184	Chr10|22255651-22257504	NA	NA	NA	NA	NA
Chr10	20763985	20766219	2234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|25607724-25609953
Chr10	20836592	20861474	24882	NA	NA	NA	NA	Chr10|22704701-22729666	Chr10|23207655-23232622	NA	Chr10|23050389-23075355	Chr10|22889484-22914451	Chr10|23108596-23133562	Chr10|22958461-22983431	Chr10|23063205-23088172	NA	NA	Chr10|22979818-23004787	NA	NA	NA	NA	NA
Chr10	20982289	20984283	1994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|25339278-25341243	NA	NA	NA
Chr10	22544923	22558152	13229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|21795073-21808133	NA	NA
Chr10	22555646	22558152	2506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr10|26950063-26952625	NA	NA	NA
Chr10	22595003	22597007	2004	Chr10|25307900-25309900	NA	NA	NA	Chr10|24505719-24507699	NA	Chr10|24140900-24142880	Chr10|24832248-24834228	NA	NA	Chr10|24763070-24765050	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	324571	325666	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|351702-352796	Chr11|532937-534032	NA
Chr11	555806	754947	199141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|692709-913896	NA	NA	NA
Chr11	1538563	1541907	3344	NA	NA	NA	Chr11|1565533-1568906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|1565114-1568490	NA	NA	NA
Chr11	1639390	1640804	1414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|1646812-1648229	NA	NA	NA
Chr11	1752193	1753249	1056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|1646806-1647893	Chr11|1905629-1906716	NA
Chr11	1752196	1767153	14957	NA	Chr11|1794663-1809596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	1754057	1773200	19143	NA	NA	NA	NA	NA	NA	NA	Chr11|1760167-1777451	NA	NA	Chr11|1828355-1845628	Chr11|1700996-1718277	NA	Chr11|1768684-1785962	NA	NA	Chr11|1769446-1786732	NA	NA	NA
Chr11	1759055	1760727	1672	NA	NA	NA	Chr11|1769378-1771043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	1759055	1768202	9147	NA	NA	NA	NA	Chr11|1772091-1779835	NA	NA	NA	Chr11|1848853-1856598	Chr11|1841424-1849170	NA	NA	Chr11|1737943-1745692	NA	NA	NA	NA	NA	NA	NA
Chr11	2027698	2028866	1168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|2158570-2159723
Chr11	3037303	3066146	28843	Chr11|3127689-3146853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|3136978-3156210	NA	NA	NA
Chr11	3256944	3260974	4030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|3346225-3350122
Chr11	3551604	3553647	2043	Chr11|3542697-3544699	NA	NA	Chr11|3523895-3525884	Chr11|3518899-3520925	NA	NA	Chr11|3474845-3476872	NA	Chr11|3550007-3552034	NA	Chr11|3446999-3448988	NA	Chr11|3491056-3493083	NA	NA	NA	Chr11|3301485-3303524	Chr11|3513667-3515706	NA
Chr11	3552154	3553647	1499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|3482584-3484106	NA	NA	Chr11|3740469-3741935
Chr11	4656619	4657995	1325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|4616012-4617255	NA	NA	NA	NA	Chr11|4539544-4540927	NA	NA
Chr11	4657368	4694355	36987	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|4758173-4775392	Chr11|4712684-4729898	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	4696288	4702543	6255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|4559386-4565645	Chr11|4841525-4847779	NA
